AOBT,SCLK,LMST,LTST,UTC,PRESSURE,PRESSURE_FREQUENCY,PRESSURE_TEMP,PRESSURE_TEMP_FREQUENCY
596876865.700,596861104.452,00004M06:45:09.835,00004 06:04:17,2018-334T14:45:29.455Z,742.4970,20.0,255.1961,20.0
596876865.750,596861104.502,00004M06:45:09.883,00004 06:04:17,2018-334T14:45:29.505Z,742.4834,20.0,255.1960,20.0
596876865.800,596861104.552,00004M06:45:09.932,00004 06:04:17,2018-334T14:45:29.555Z,742.4851,20.0,255.1962,20.0
596876865.850,596861104.602,00004M06:45:09.981,00004 06:04:17,2018-334T14:45:29.605Z,742.4928,20.0,255.1963,20.0
596876865.900,596861104.652,00004M06:45:10.029,00004 06:04:17,2018-334T14:45:29.655Z,742.4951,20.0,255.1963,20.0
596876865.950,596861104.702,00004M06:45:10.078,00004 06:04:17,2018-334T14:45:29.705Z,742.4936,20.0,255.1965,20.0
596876866.000,596861104.752,00004M06:45:10.127,00004 06:04:17,2018-334T14:45:29.755Z,742.4956,20.0,255.1966,20.0
596876866.050,596861104.802,00004M06:45:10.175,00004 06:04:17,2018-334T14:45:29.805Z,742.4962,20.0,255.1968,20.0
596876866.100,596861104.852,00004M06:45:10.224,00004 06:04:17,2018-334T14:45:29.855Z,742.4996,20.0,255.1971,20.0
596876866.150,596861104.902,00004M06:45:10.273,00004 06:04:17,2018-334T14:45:29.905Z,742.4992,20.0,255.1972,20.0
596876866.200,596861104.952,00004M06:45:10.321,00004 06:04:17,2018-334T14:45:29.955Z,742.5055,20.0,255.1975,20.0
596876866.250,596861105.002,00004M06:45:10.370,00004 06:04:17,2018-334T14:45:30.005Z,742.5076,20.0,255.1972,20.0
596876866.300,596861105.052,00004M06:45:10.419,00004 06:04:17,2018-334T14:45:30.055Z,742.5106,20.0,255.1970,20.0
596876866.350,596861105.102,00004M06:45:10.467,00004 06:04:17,2018-334T14:45:30.105Z,742.5187,20.0,255.1975,20.0
596876866.400,596861105.152,00004M06:45:10.516,00004 06:04:18,2018-334T14:45:30.155Z,742.5216,20.0,255.1977,20.0
596876866.450,596861105.202,00004M06:45:10.565,00004 06:04:18,2018-334T14:45:30.205Z,742.5412,20.0,255.1976,20.0
596876866.500,596861105.252,00004M06:45:10.613,00004 06:04:18,2018-334T14:45:30.255Z,742.5440,20.0,255.1972,20.0
596876866.550,596861105.302,00004M06:45:10.662,00004 06:04:18,2018-334T14:45:30.305Z,742.5414,20.0,255.1976,20.0
596876866.600,596861105.352,00004M06:45:10.711,00004 06:04:18,2018-334T14:45:30.355Z,742.5454,20.0,255.1976,20.0
596876866.650,596861105.402,00004M06:45:10.759,00004 06:04:18,2018-334T14:45:30.405Z,742.5428,20.0,255.1977,20.0
596876866.700,596861105.452,00004M06:45:10.808,00004 06:04:18,2018-334T14:45:30.455Z,742.5513,20.0,255.1975,20.0
596876866.750,596861105.502,00004M06:45:10.857,00004 06:04:18,2018-334T14:45:30.505Z,742.5612,20.0,255.1975,20.0
596876866.800,596861105.552,00004M06:45:10.905,00004 06:04:18,2018-334T14:45:30.555Z,742.5650,20.0,255.1975,20.0
596876866.850,596861105.602,00004M06:45:10.954,00004 06:04:18,2018-334T14:45:30.605Z,742.5650,20.0,255.1976,20.0
596876866.900,596861105.652,00004M06:45:11.003,00004 06:04:18,2018-334T14:45:30.655Z,742.5854,20.0,255.1977,20.0
596876866.950,596861105.702,00004M06:45:11.051,00004 06:04:18,2018-334T14:45:30.705Z,742.6096,20.0,255.1979,20.0
596876867.000,596861105.752,00004M06:45:11.100,00004 06:04:18,2018-334T14:45:30.755Z,742.5980,20.0,255.1981,20.0
596876867.050,596861105.802,00004M06:45:11.149,00004 06:04:18,2018-334T14:45:30.805Z,742.5982,20.0,255.1982,20.0
596876867.100,596861105.852,00004M06:45:11.197,00004 06:04:18,2018-334T14:45:30.855Z,742.5854,20.0,255.1986,20.0
596876867.150,596861105.902,00004M06:45:11.246,00004 06:04:18,2018-334T14:45:30.905Z,742.5750,20.0,255.1985,20.0
596876867.200,596861105.952,00004M06:45:11.295,00004 06:04:18,2018-334T14:45:30.955Z,742.5684,20.0,255.1987,20.0
596876867.250,596861106.002,00004M06:45:11.343,00004 06:04:18,2018-334T14:45:31.005Z,742.5577,20.0,255.1990,20.0
596876867.300,596861106.052,00004M06:45:11.392,00004 06:04:18,2018-334T14:45:31.055Z,742.5474,20.0,255.1990,20.0
596876867.350,596861106.102,00004M06:45:11.441,00004 06:04:18,2018-334T14:45:31.105Z,742.5441,20.0,255.1985,20.0
596876867.400,596861106.152,00004M06:45:11.489,00004 06:04:18,2018-334T14:45:31.155Z,742.5481,20.0,255.1987,20.0
596876867.450,596861106.202,00004M06:45:11.538,00004 06:04:19,2018-334T14:45:31.205Z,742.5405,20.0,255.1987,20.0
596876867.500,596861106.252,00004M06:45:11.587,00004 06:04:19,2018-334T14:45:31.255Z,742.5620,20.0,255.1988,20.0
596876867.550,596861106.302,00004M06:45:11.635,00004 06:04:19,2018-334T14:45:31.305Z,742.5806,20.0,255.1992,20.0
596876867.600,596861106.352,00004M06:45:11.684,00004 06:04:19,2018-334T14:45:31.355Z,742.5579,20.0,255.1987,20.0
596876867.650,596861106.402,00004M06:45:11.733,00004 06:04:19,2018-334T14:45:31.405Z,742.5372,20.0,255.1988,20.0
596876867.700,596861106.452,00004M06:45:11.781,00004 06:04:19,2018-334T14:45:31.455Z,742.5368,20.0,255.1987,20.0
596876867.750,596861106.502,00004M06:45:11.830,00004 06:04:19,2018-334T14:45:31.505Z,742.5392,20.0,255.1988,20.0
596876867.800,596861106.552,00004M06:45:11.879,00004 06:04:19,2018-334T14:45:31.555Z,742.5619,20.0,255.1994,20.0
596876867.850,596861106.602,00004M06:45:11.927,00004 06:04:19,2018-334T14:45:31.605Z,742.5872,20.0,255.1995,20.0
596876867.900,596861106.652,00004M06:45:11.976,00004 06:04:19,2018-334T14:45:31.655Z,742.5804,20.0,255.1998,20.0
596876867.950,596861106.702,00004M06:45:12.025,00004 06:04:19,2018-334T14:45:31.705Z,742.5941,20.0,255.2000,20.0
596876868.000,596861106.752,00004M06:45:12.073,00004 06:04:19,2018-334T14:45:31.755Z,742.6150,20.0,255.2000,20.0
596876868.050,596861106.802,00004M06:45:12.122,00004 06:04:19,2018-334T14:45:31.805Z,742.6050,20.0,255.1996,20.0
596876868.100,596861106.852,00004M06:45:12.171,00004 06:04:19,2018-334T14:45:31.855Z,742.5933,20.0,255.1997,20.0
596876868.150,596861106.902,00004M06:45:12.219,00004 06:04:19,2018-334T14:45:31.905Z,742.5956,20.0,255.1996,20.0
596876868.200,596861106.952,00004M06:45:12.268,00004 06:04:19,2018-334T14:45:31.955Z,742.5962,20.0,255.1996,20.0
596876868.250,596861107.002,00004M06:45:12.317,00004 06:04:19,2018-334T14:45:32.005Z,742.5972,20.0,255.1996,20.0
596876868.300,596861107.052,00004M06:45:12.365,00004 06:04:19,2018-334T14:45:32.055Z,742.6002,20.0,255.1996,20.0
596876868.350,596861107.102,00004M06:45:12.414,00004 06:04:19,2018-334T14:45:32.105Z,742.5980,20.0,255.1997,20.0
596876868.400,596861107.152,00004M06:45:12.463,00004 06:04:19,2018-334T14:45:32.155Z,742.6115,20.0,255.1998,20.0
596876868.450,596861107.202,00004M06:45:12.511,00004 06:04:20,2018-334T14:45:32.205Z,742.6192,20.0,255.2000,20.0
596876868.500,596861107.252,00004M06:45:12.560,00004 06:04:20,2018-334T14:45:32.255Z,742.6338,20.0,255.2000,20.0
596876868.550,596861107.302,00004M06:45:12.609,00004 06:04:20,2018-334T14:45:32.305Z,742.6267,20.0,255.2002,20.0
596876868.600,596861107.352,00004M06:45:12.657,00004 06:04:20,2018-334T14:45:32.355Z,742.6306,20.0,255.2000,20.0
596876868.650,596861107.402,00004M06:45:12.706,00004 06:04:20,2018-334T14:45:32.405Z,742.6358,20.0,255.2002,20.0
596876868.700,596861107.452,00004M06:45:12.754,00004 06:04:20,2018-334T14:45:32.455Z,742.6324,20.0,255.2006,20.0
596876868.750,596861107.502,00004M06:45:12.803,00004 06:04:20,2018-334T14:45:32.505Z,742.6276,20.0,255.2003,20.0
596876868.800,596861107.552,00004M06:45:12.852,00004 06:04:20,2018-334T14:45:32.555Z,742.6155,20.0,255.2002,20.0
596876868.850,596861107.602,00004M06:45:12.900,00004 06:04:20,2018-334T14:45:32.605Z,742.6198,20.0,255.2006,20.0
596876868.900,596861107.652,00004M06:45:12.949,00004 06:04:20,2018-334T14:45:32.655Z,742.6395,20.0,255.2004,20.0
596876868.950,596861107.702,00004M06:45:12.998,00004 06:04:20,2018-334T14:45:32.705Z,742.6361,20.0,255.2001,20.0
596876869.000,596861107.752,00004M06:45:13.046,00004 06:04:20,2018-334T14:45:32.755Z,742.6251,20.0,255.2005,20.0
596876869.050,596861107.802,00004M06:45:13.095,00004 06:04:20,2018-334T14:45:32.805Z,742.6277,20.0,255.2009,20.0
596876869.100,596861107.852,00004M06:45:13.144,00004 06:04:20,2018-334T14:45:32.855Z,742.6135,20.0,255.2013,20.0
596876869.150,596861107.902,00004M06:45:13.192,00004 06:04:20,2018-334T14:45:32.905Z,742.5914,20.0,255.2018,20.0
596876869.200,596861107.952,00004M06:45:13.241,00004 06:04:20,2018-334T14:45:32.955Z,742.5926,20.0,255.2021,20.0
596876869.250,596861108.002,00004M06:45:13.290,00004 06:04:20,2018-334T14:45:33.005Z,742.5995,20.0,255.2023,20.0
596876869.300,596861108.052,00004M06:45:13.338,00004 06:04:20,2018-334T14:45:33.055Z,742.6044,20.0,255.2024,20.0
596876869.350,596861108.102,00004M06:45:13.387,00004 06:04:20,2018-334T14:45:33.105Z,742.5981,20.0,255.2022,20.0
596876869.400,596861108.152,00004M06:45:13.436,00004 06:04:20,2018-334T14:45:33.155Z,742.5920,20.0,255.2024,20.0
596876869.450,596861108.202,00004M06:45:13.484,00004 06:04:20,2018-334T14:45:33.205Z,742.5926,20.0,255.2025,20.0
596876869.500,596861108.252,00004M06:45:13.533,00004 06:04:21,2018-334T14:45:33.255Z,742.5869,20.0,255.2024,20.0
596876869.550,596861108.302,00004M06:45:13.582,00004 06:04:21,2018-334T14:45:33.305Z,742.5917,20.0,255.2022,20.0
596876869.600,596861108.352,00004M06:45:13.630,00004 06:04:21,2018-334T14:45:33.355Z,742.6140,20.0,255.2023,20.0
596876869.650,596861108.402,00004M06:45:13.679,00004 06:04:21,2018-334T14:45:33.405Z,742.6252,20.0,255.2024,20.0
596876869.700,596861108.452,00004M06:45:13.728,00004 06:04:21,2018-334T14:45:33.455Z,742.6236,20.0,255.2027,20.0
596876869.750,596861108.502,00004M06:45:13.776,00004 06:04:21,2018-334T14:45:33.505Z,742.6294,20.0,255.2025,20.0
596876869.800,596861108.552,00004M06:45:13.825,00004 06:04:21,2018-334T14:45:33.555Z,742.6314,20.0,255.2028,20.0
596876869.850,596861108.602,00004M06:45:13.874,00004 06:04:21,2018-334T14:45:33.605Z,742.6353,20.0,255.2026,20.0
596876869.900,596861108.652,00004M06:45:13.922,00004 06:04:21,2018-334T14:45:33.655Z,742.6493,20.0,255.2028,20.0
596876869.950,596861108.702,00004M06:45:13.971,00004 06:04:21,2018-334T14:45:33.705Z,742.6560,20.0,255.2031,20.0
596876870.000,596861108.752,00004M06:45:14.020,00004 06:04:21,2018-334T14:45:33.755Z,742.6494,20.0,255.2031,20.0
596876870.050,596861108.802,00004M06:45:14.068,00004 06:04:21,2018-334T14:45:33.805Z,742.6369,20.0,255.2035,20.0
596876870.100,596861108.852,00004M06:45:14.117,00004 06:04:21,2018-334T14:45:33.855Z,742.6325,20.0,255.2036,20.0
596876870.150,596861108.902,00004M06:45:14.166,00004 06:04:21,2018-334T14:45:33.905Z,742.6500,20.0,255.2035,20.0
596876870.200,596861108.952,00004M06:45:14.214,00004 06:04:21,2018-334T14:45:33.955Z,742.6716,20.0,255.2036,20.0
596876870.250,596861109.002,00004M06:45:14.263,00004 06:04:21,2018-334T14:45:34.005Z,742.6795,20.0,255.2036,20.0
596876870.300,596861109.052,00004M06:45:14.312,00004 06:04:21,2018-334T14:45:34.055Z,742.6692,20.0,255.2038,20.0
596876870.350,596861109.102,00004M06:45:14.360,00004 06:04:21,2018-334T14:45:34.105Z,742.6645,20.0,255.2040,20.0
596876870.400,596861109.152,00004M06:45:14.409,00004 06:04:21,2018-334T14:45:34.155Z,742.6537,20.0,255.2038,20.0
596876870.450,596861109.202,00004M06:45:14.458,00004 06:04:21,2018-334T14:45:34.205Z,742.6659,20.0,255.2031,20.0
596876870.500,596861109.252,00004M06:45:14.506,00004 06:04:22,2018-334T14:45:34.255Z,742.6755,20.0,255.2030,20.0
596876870.550,596861109.302,00004M06:45:14.555,00004 06:04:22,2018-334T14:45:34.305Z,742.6659,20.0,255.2031,20.0
596876870.600,596861109.352,00004M06:45:14.604,00004 06:04:22,2018-334T14:45:34.355Z,742.6556,20.0,255.2028,20.0
596876870.650,596861109.402,00004M06:45:14.652,00004 06:04:22,2018-334T14:45:34.405Z,742.6722,20.0,255.2031,20.0
596876870.700,596861109.452,00004M06:45:14.701,00004 06:04:22,2018-334T14:45:34.455Z,742.6599,20.0,255.2035,20.0
596876870.750,596861109.502,00004M06:45:14.750,00004 06:04:22,2018-334T14:45:34.505Z,742.6513,20.0,255.2038,20.0
596876870.800,596861109.552,00004M06:45:14.798,00004 06:04:22,2018-334T14:45:34.555Z,742.6561,20.0,255.2037,20.0
596876870.850,596861109.602,00004M06:45:14.847,00004 06:04:22,2018-334T14:45:34.605Z,742.6637,20.0,255.2035,20.0
596876870.900,596861109.652,00004M06:45:14.896,00004 06:04:22,2018-334T14:45:34.655Z,742.6629,20.0,255.2039,20.0
596876870.950,596861109.702,00004M06:45:14.944,00004 06:04:22,2018-334T14:45:34.705Z,742.6343,20.0,255.2036,20.0
596876871.000,596861109.752,00004M06:45:14.993,00004 06:04:22,2018-334T14:45:34.755Z,742.6225,20.0,255.2040,20.0
596876871.050,596861109.802,00004M06:45:15.042,00004 06:04:22,2018-334T14:45:34.805Z,742.6344,20.0,255.2042,20.0
596876871.100,596861109.852,00004M06:45:15.090,00004 06:04:22,2018-334T14:45:34.855Z,742.6226,20.0,255.2045,20.0
596876871.150,596861109.902,00004M06:45:15.139,00004 06:04:22,2018-334T14:45:34.905Z,742.6094,20.0,255.2042,20.0
596876871.200,596861109.952,00004M06:45:15.188,00004 06:04:22,2018-334T14:45:34.955Z,742.6077,20.0,255.2045,20.0
596876871.250,596861110.002,00004M06:45:15.236,00004 06:04:22,2018-334T14:45:35.005Z,742.6098,20.0,255.2045,20.0
596876871.300,596861110.052,00004M06:45:15.285,00004 06:04:22,2018-334T14:45:35.055Z,742.6164,20.0,255.2043,20.0
596876871.350,596861110.102,00004M06:45:15.334,00004 06:04:22,2018-334T14:45:35.105Z,742.6352,20.0,255.2040,20.0
596876871.400,596861110.152,00004M06:45:15.382,00004 06:04:22,2018-334T14:45:35.155Z,742.6499,20.0,255.2042,20.0
596876871.450,596861110.202,00004M06:45:15.431,00004 06:04:22,2018-334T14:45:35.205Z,742.6735,20.0,255.2046,20.0
596876871.500,596861110.252,00004M06:45:15.480,00004 06:04:22,2018-334T14:45:35.255Z,742.6855,20.0,255.2049,20.0
596876871.550,596861110.302,00004M06:45:15.528,00004 06:04:23,2018-334T14:45:35.305Z,742.6665,20.0,255.2048,20.0
596876871.600,596861110.352,00004M06:45:15.577,00004 06:04:23,2018-334T14:45:35.355Z,742.6685,20.0,255.2044,20.0
596876871.650,596861110.402,00004M06:45:15.626,00004 06:04:23,2018-334T14:45:35.405Z,742.7102,20.0,255.2045,20.0
596876871.700,596861110.452,00004M06:45:15.674,00004 06:04:23,2018-334T14:45:35.455Z,742.7264,20.0,255.2046,20.0
596876871.750,596861110.502,00004M06:45:15.723,00004 06:04:23,2018-334T14:45:35.505Z,742.7081,20.0,255.2046,20.0
596876871.800,596861110.552,00004M06:45:15.772,00004 06:04:23,2018-334T14:45:35.555Z,742.6918,20.0,255.2048,20.0
596876871.850,596861110.602,00004M06:45:15.820,00004 06:04:23,2018-334T14:45:35.605Z,742.7125,20.0,255.2049,20.0
596876871.900,596861110.652,00004M06:45:15.869,00004 06:04:23,2018-334T14:45:35.655Z,742.7335,20.0,255.2048,20.0
596876871.950,596861110.702,00004M06:45:15.918,00004 06:04:23,2018-334T14:45:35.705Z,742.7364,20.0,255.2050,20.0
596876872.000,596861110.752,00004M06:45:15.966,00004 06:04:23,2018-334T14:45:35.755Z,742.7185,20.0,255.2050,20.0
596876872.050,596861110.802,00004M06:45:16.015,00004 06:04:23,2018-334T14:45:35.805Z,742.7116,20.0,255.2055,20.0
596876872.100,596861110.852,00004M06:45:16.064,00004 06:04:23,2018-334T14:45:35.855Z,742.7164,20.0,255.2055,20.0
596876872.150,596861110.902,00004M06:45:16.112,00004 06:04:23,2018-334T14:45:35.905Z,742.7051,20.0,255.2052,20.0
596876872.200,596861110.952,00004M06:45:16.161,00004 06:04:23,2018-334T14:45:35.955Z,742.7001,20.0,255.2056,20.0
596876872.250,596861111.002,00004M06:45:16.210,00004 06:04:23,2018-334T14:45:36.005Z,742.7129,20.0,255.2058,20.0
596876872.300,596861111.052,00004M06:45:16.258,00004 06:04:23,2018-334T14:45:36.055Z,742.7108,20.0,255.2056,20.0
596876872.350,596861111.102,00004M06:45:16.307,00004 06:04:23,2018-334T14:45:36.105Z,742.7071,20.0,255.2057,20.0
596876872.400,596861111.152,00004M06:45:16.355,00004 06:04:23,2018-334T14:45:36.155Z,742.6936,20.0,255.2057,20.0
596876872.450,596861111.202,00004M06:45:16.404,00004 06:04:23,2018-334T14:45:36.205Z,742.6680,20.0,255.2061,20.0
596876872.500,596861111.252,00004M06:45:16.453,00004 06:04:23,2018-334T14:45:36.255Z,742.6490,20.0,255.2060,20.0
596876872.550,596861111.302,00004M06:45:16.501,00004 06:04:23,2018-334T14:45:36.305Z,742.6445,20.0,255.2057,20.0
596876872.600,596861111.352,00004M06:45:16.550,00004 06:04:24,2018-334T14:45:36.355Z,742.6539,20.0,255.2057,20.0
596876872.650,596861111.402,00004M06:45:16.599,00004 06:04:24,2018-334T14:45:36.405Z,742.6786,20.0,255.2058,20.0
596876872.700,596861111.452,00004M06:45:16.647,00004 06:04:24,2018-334T14:45:36.455Z,742.6786,20.0,255.2056,20.0
596876872.750,596861111.502,00004M06:45:16.696,00004 06:04:24,2018-334T14:45:36.505Z,742.6730,20.0,255.2060,20.0
596876872.800,596861111.552,00004M06:45:16.745,00004 06:04:24,2018-334T14:45:36.555Z,742.6724,20.0,255.2059,20.0
596876872.850,596861111.602,00004M06:45:16.793,00004 06:04:24,2018-334T14:45:36.605Z,742.6712,20.0,255.2060,20.0
596876872.900,596861111.652,00004M06:45:16.842,00004 06:04:24,2018-334T14:45:36.655Z,742.6768,20.0,255.2059,20.0
596876872.950,596861111.702,00004M06:45:16.891,00004 06:04:24,2018-334T14:45:36.705Z,742.6934,20.0,255.2059,20.0
596876873.000,596861111.752,00004M06:45:16.939,00004 06:04:24,2018-334T14:45:36.755Z,742.6904,20.0,255.2063,20.0
596876873.050,596861111.802,00004M06:45:16.988,00004 06:04:24,2018-334T14:45:36.805Z,742.6914,20.0,255.2064,20.0
596876873.100,596861111.852,00004M06:45:17.037,00004 06:04:24,2018-334T14:45:36.855Z,742.7153,20.0,255.2066,20.0
596876873.150,596861111.902,00004M06:45:17.085,00004 06:04:24,2018-334T14:45:36.905Z,742.7321,20.0,255.2066,20.0
596876873.200,596861111.952,00004M06:45:17.134,00004 06:04:24,2018-334T14:45:36.955Z,742.7543,20.0,255.2067,20.0
596876873.250,596861112.002,00004M06:45:17.183,00004 06:04:24,2018-334T14:45:37.005Z,742.7791,20.0,255.2069,20.0
596876873.300,596861112.052,00004M06:45:17.231,00004 06:04:24,2018-334T14:45:37.055Z,742.7739,20.0,255.2070,20.0
596876873.350,596861112.102,00004M06:45:17.280,00004 06:04:24,2018-334T14:45:37.105Z,742.7355,20.0,255.2068,20.0
596876873.400,596861112.152,00004M06:45:17.329,00004 06:04:24,2018-334T14:45:37.155Z,742.7103,20.0,255.2071,20.0
596876873.450,596861112.202,00004M06:45:17.377,00004 06:04:24,2018-334T14:45:37.205Z,742.6953,20.0,255.2076,20.0
596876873.500,596861112.252,00004M06:45:17.426,00004 06:04:24,2018-334T14:45:37.255Z,742.7116,20.0,255.2075,20.0
596876873.550,596861112.302,00004M06:45:17.475,00004 06:04:24,2018-334T14:45:37.305Z,742.7183,20.0,255.2075,20.0
596876873.600,596861112.352,00004M06:45:17.523,00004 06:04:25,2018-334T14:45:37.355Z,742.7105,20.0,255.2075,20.0
596876873.650,596861112.402,00004M06:45:17.572,00004 06:04:25,2018-334T14:45:37.405Z,742.7058,20.0,255.2073,20.0
596876873.700,596861112.452,00004M06:45:17.621,00004 06:04:25,2018-334T14:45:37.455Z,742.7231,20.0,255.2075,20.0
596876873.750,596861112.502,00004M06:45:17.669,00004 06:04:25,2018-334T14:45:37.505Z,742.7277,20.0,255.2076,20.0
596876873.800,596861112.552,00004M06:45:17.718,00004 06:04:25,2018-334T14:45:37.555Z,742.7283,20.0,255.2076,20.0
596876873.850,596861112.602,00004M06:45:17.767,00004 06:04:25,2018-334T14:45:37.605Z,742.7388,20.0,255.2076,20.0
596876873.900,596861112.652,00004M06:45:17.815,00004 06:04:25,2018-334T14:45:37.655Z,742.7391,20.0,255.2080,20.0
596876873.950,596861112.702,00004M06:45:17.864,00004 06:04:25,2018-334T14:45:37.705Z,742.7225,20.0,255.2083,20.0
596876874.000,596861112.752,00004M06:45:17.913,00004 06:04:25,2018-334T14:45:37.755Z,742.7014,20.0,255.2084,20.0
596876874.050,596861112.802,00004M06:45:17.961,00004 06:04:25,2018-334T14:45:37.805Z,742.6824,20.0,255.2085,20.0
596876874.100,596861112.852,00004M06:45:18.010,00004 06:04:25,2018-334T14:45:37.855Z,742.6823,20.0,255.2087,20.0
596876874.150,596861112.902,00004M06:45:18.059,00004 06:04:25,2018-334T14:45:37.905Z,742.7013,20.0,255.2090,20.0
596876874.200,596861112.952,00004M06:45:18.107,00004 06:04:25,2018-334T14:45:37.955Z,742.7163,20.0,255.2089,20.0
596876874.250,596861113.002,00004M06:45:18.156,00004 06:04:25,2018-334T14:45:38.005Z,742.7302,20.0,255.2088,20.0
596876874.300,596861113.052,00004M06:45:18.205,00004 06:04:25,2018-334T14:45:38.055Z,742.7372,20.0,255.2088,20.0
596876874.350,596861113.102,00004M06:45:18.253,00004 06:04:25,2018-334T14:45:38.105Z,742.7297,20.0,255.2092,20.0
596876874.400,596861113.152,00004M06:45:18.302,00004 06:04:25,2018-334T14:45:38.155Z,742.7578,20.0,255.2090,20.0
596876874.450,596861113.202,00004M06:45:18.351,00004 06:04:25,2018-334T14:45:38.205Z,742.7716,20.0,255.2091,20.0
596876874.500,596861113.252,00004M06:45:18.399,00004 06:04:25,2018-334T14:45:38.255Z,742.7602,20.0,255.2091,20.0
596876874.550,596861113.302,00004M06:45:18.448,00004 06:04:25,2018-334T14:45:38.305Z,742.7568,20.0,255.2089,20.0
596876874.600,596861113.352,00004M06:45:18.497,00004 06:04:25,2018-334T14:45:38.355Z,742.7581,20.0,255.2088,20.0
596876874.650,596861113.402,00004M06:45:18.545,00004 06:04:26,2018-334T14:45:38.405Z,742.7415,20.0,255.2087,20.0
596876874.700,596861113.452,00004M06:45:18.594,00004 06:04:26,2018-334T14:45:38.455Z,742.7444,20.0,255.2086,20.0
596876874.750,596861113.502,00004M06:45:18.643,00004 06:04:26,2018-334T14:45:38.505Z,742.7572,20.0,255.2088,20.0
596876874.800,596861113.552,00004M06:45:18.691,00004 06:04:26,2018-334T14:45:38.555Z,742.7756,20.0,255.2091,20.0
596876874.850,596861113.602,00004M06:45:18.740,00004 06:04:26,2018-334T14:45:38.605Z,742.7379,20.0,255.2094,20.0
596876874.900,596861113.652,00004M06:45:18.789,00004 06:04:26,2018-334T14:45:38.655Z,742.7144,20.0,255.2092,20.0
596876874.950,596861113.702,00004M06:45:18.837,00004 06:04:26,2018-334T14:45:38.705Z,742.7112,20.0,255.2091,20.0
596876875.000,596861113.752,00004M06:45:18.886,00004 06:04:26,2018-334T14:45:38.755Z,742.7102,20.0,255.2093,20.0
596876875.050,596861113.802,00004M06:45:18.935,00004 06:04:26,2018-334T14:45:38.805Z,742.6954,20.0,255.2094,20.0
596876875.100,596861113.852,00004M06:45:18.983,00004 06:04:26,2018-334T14:45:38.855Z,742.6920,20.0,255.2096,20.0
596876875.150,596861113.902,00004M06:45:19.032,00004 06:04:26,2018-334T14:45:38.905Z,742.7015,20.0,255.2095,20.0
596876875.200,596861113.952,00004M06:45:19.081,00004 06:04:26,2018-334T14:45:38.955Z,742.7058,20.0,255.2095,20.0
596876875.250,596861114.002,00004M06:45:19.129,00004 06:04:26,2018-334T14:45:39.005Z,742.7108,20.0,255.2095,20.0
596876875.300,596861114.052,00004M06:45:19.178,00004 06:04:26,2018-334T14:45:39.055Z,742.6980,20.0,255.2094,20.0
596876875.350,596861114.102,00004M06:45:19.227,00004 06:04:26,2018-334T14:45:39.105Z,742.7140,20.0,255.2097,20.0
596876875.400,596861114.152,00004M06:45:19.275,00004 06:04:26,2018-334T14:45:39.155Z,742.7464,20.0,255.2098,20.0
596876875.450,596861114.202,00004M06:45:19.324,00004 06:04:26,2018-334T14:45:39.205Z,742.7521,20.0,255.2098,20.0
596876875.500,596861114.252,00004M06:45:19.373,00004 06:04:26,2018-334T14:45:39.255Z,742.7562,20.0,255.2100,20.0
596876875.550,596861114.302,00004M06:45:19.421,00004 06:04:26,2018-334T14:45:39.305Z,742.7622,20.0,255.2102,20.0
596876875.600,596861114.352,00004M06:45:19.470,00004 06:04:26,2018-334T14:45:39.355Z,742.7577,20.0,255.2104,20.0
596876875.650,596861114.402,00004M06:45:19.519,00004 06:04:27,2018-334T14:45:39.405Z,742.7582,20.0,255.2105,20.0
596876875.700,596861114.452,00004M06:45:19.567,00004 06:04:27,2018-334T14:45:39.455Z,742.7467,20.0,255.2104,20.0
596876875.750,596861114.502,00004M06:45:19.616,00004 06:04:27,2018-334T14:45:39.505Z,742.7324,20.0,255.2101,20.0
596876875.800,596861114.552,00004M06:45:19.665,00004 06:04:27,2018-334T14:45:39.555Z,742.7271,20.0,255.2102,20.0
596876875.850,596861114.602,00004M06:45:19.713,00004 06:04:27,2018-334T14:45:39.605Z,742.7154,20.0,255.2104,20.0
596876875.900,596861114.652,00004M06:45:19.762,00004 06:04:27,2018-334T14:45:39.655Z,742.6944,20.0,255.2104,20.0
596876875.950,596861114.702,00004M06:45:19.811,00004 06:04:27,2018-334T14:45:39.705Z,742.6962,20.0,255.2106,20.0
596876876.000,596861114.752,00004M06:45:19.859,00004 06:04:27,2018-334T14:45:39.755Z,742.7197,20.0,255.2107,20.0
596876876.050,596861114.802,00004M06:45:19.908,00004 06:04:27,2018-334T14:45:39.805Z,742.7376,20.0,255.2107,20.0
596876876.100,596861114.852,00004M06:45:19.957,00004 06:04:27,2018-334T14:45:39.855Z,742.7514,20.0,255.2113,20.0
596876876.150,596861114.902,00004M06:45:20.005,00004 06:04:27,2018-334T14:45:39.905Z,742.7604,20.0,255.2112,20.0
596876876.200,596861114.952,00004M06:45:20.054,00004 06:04:27,2018-334T14:45:39.955Z,742.7629,20.0,255.2114,20.0
596876876.250,596861115.002,00004M06:45:20.102,00004 06:04:27,2018-334T14:45:40.005Z,742.7530,20.0,255.2110,20.0
596876876.300,596861115.052,00004M06:45:20.151,00004 06:04:27,2018-334T14:45:40.055Z,742.7250,20.0,255.2108,20.0
596876876.350,596861115.102,00004M06:45:20.200,00004 06:04:27,2018-334T14:45:40.105Z,742.7041,20.0,255.2111,20.0
