AOBT,SCLK,LMST,LTST,UTC,PRESSURE,PRESSURE_FREQUENCY,PRESSURE_TEMP,PRESSURE_TEMP_FREQUENCY
596876876.400,596861115.152,00004M06:45:20.248,00004 06:04:27,2018-334T14:45:40.155Z,742.7027,20.0,255.2115,20.0
596876876.450,596861115.202,00004M06:45:20.297,00004 06:04:27,2018-334T14:45:40.205Z,742.7174,20.0,255.2118,20.0
596876876.500,596861115.252,00004M06:45:20.346,00004 06:04:27,2018-334T14:45:40.255Z,742.7410,20.0,255.2119,20.0
596876876.550,596861115.302,00004M06:45:20.394,00004 06:04:27,2018-334T14:45:40.305Z,742.7368,20.0,255.2117,20.0
596876876.600,596861115.352,00004M06:45:20.443,00004 06:04:27,2018-334T14:45:40.355Z,742.7298,20.0,255.2115,20.0
596876876.650,596861115.402,00004M06:45:20.492,00004 06:04:27,2018-334T14:45:40.405Z,742.7266,20.0,255.2122,20.0
596876876.700,596861115.452,00004M06:45:20.540,00004 06:04:28,2018-334T14:45:40.455Z,742.7453,20.0,255.2124,20.0
596876876.750,596861115.502,00004M06:45:20.589,00004 06:04:28,2018-334T14:45:40.505Z,742.7576,20.0,255.2121,20.0
596876876.800,596861115.552,00004M06:45:20.638,00004 06:04:28,2018-334T14:45:40.555Z,742.7467,20.0,255.2124,20.0
596876876.850,596861115.602,00004M06:45:20.686,00004 06:04:28,2018-334T14:45:40.605Z,742.7321,20.0,255.2127,20.0
596876876.900,596861115.652,00004M06:45:20.735,00004 06:04:28,2018-334T14:45:40.655Z,742.7325,20.0,255.2126,20.0
596876876.950,596861115.702,00004M06:45:20.784,00004 06:04:28,2018-334T14:45:40.705Z,742.7448,20.0,255.2124,20.0
596876877.000,596861115.752,00004M06:45:20.832,00004 06:04:28,2018-334T14:45:40.755Z,742.7554,20.0,255.2123,20.0
596876877.050,596861115.802,00004M06:45:20.881,00004 06:04:28,2018-334T14:45:40.805Z,742.7632,20.0,255.2125,20.0
596876877.100,596861115.852,00004M06:45:20.930,00004 06:04:28,2018-334T14:45:40.855Z,742.7771,20.0,255.2129,20.0
596876877.150,596861115.902,00004M06:45:20.978,00004 06:04:28,2018-334T14:45:40.905Z,742.7772,20.0,255.2134,20.0
596876877.200,596861115.952,00004M06:45:21.027,00004 06:04:28,2018-334T14:45:40.955Z,742.7578,20.0,255.2134,20.0
596876877.250,596861116.002,00004M06:45:21.076,00004 06:04:28,2018-334T14:45:41.005Z,742.7505,20.0,255.2134,20.0
596876877.300,596861116.052,00004M06:45:21.124,00004 06:04:28,2018-334T14:45:41.055Z,742.7533,20.0,255.2136,20.0
596876877.350,596861116.102,00004M06:45:21.173,00004 06:04:28,2018-334T14:45:41.105Z,742.7593,20.0,255.2134,20.0
596876877.400,596861116.152,00004M06:45:21.222,00004 06:04:28,2018-334T14:45:41.155Z,742.7724,20.0,255.2133,20.0
596876877.450,596861116.202,00004M06:45:21.270,00004 06:04:28,2018-334T14:45:41.205Z,742.7708,20.0,255.2135,20.0
596876877.500,596861116.252,00004M06:45:21.319,00004 06:04:28,2018-334T14:45:41.255Z,742.7678,20.0,255.2133,20.0
596876877.550,596861116.302,00004M06:45:21.368,00004 06:04:28,2018-334T14:45:41.305Z,742.7774,20.0,255.2138,20.0
596876877.600,596861116.352,00004M06:45:21.416,00004 06:04:28,2018-334T14:45:41.355Z,742.7601,20.0,255.2134,20.0
596876877.650,596861116.402,00004M06:45:21.465,00004 06:04:28,2018-334T14:45:41.405Z,742.7466,20.0,255.2134,20.0
596876877.700,596861116.452,00004M06:45:21.514,00004 06:04:29,2018-334T14:45:41.455Z,742.7521,20.0,255.2134,20.0
596876877.750,596861116.502,00004M06:45:21.562,00004 06:04:29,2018-334T14:45:41.505Z,742.7589,20.0,255.2133,20.0
596876877.800,596861116.552,00004M06:45:21.611,00004 06:04:29,2018-334T14:45:41.555Z,742.7653,20.0,255.2132,20.0
596876877.850,596861116.602,00004M06:45:21.660,00004 06:04:29,2018-334T14:45:41.605Z,742.7701,20.0,255.2133,20.0
596876877.900,596861116.652,00004M06:45:21.708,00004 06:04:29,2018-334T14:45:41.655Z,742.7781,20.0,255.2129,20.0
596876877.950,596861116.702,00004M06:45:21.757,00004 06:04:29,2018-334T14:45:41.705Z,742.8022,20.0,255.2135,20.0
596876878.000,596861116.752,00004M06:45:21.806,00004 06:04:29,2018-334T14:45:41.755Z,742.8106,20.0,255.2137,20.0
596876878.050,596861116.802,00004M06:45:21.854,00004 06:04:29,2018-334T14:45:41.805Z,742.8135,20.0,255.2143,20.0
596876878.100,596861116.852,00004M06:45:21.903,00004 06:04:29,2018-334T14:45:41.855Z,742.8316,20.0,255.2147,20.0
596876878.150,596861116.902,00004M06:45:21.952,00004 06:04:29,2018-334T14:45:41.905Z,742.8441,20.0,255.2145,20.0
596876878.200,596861116.952,00004M06:45:22.000,00004 06:04:29,2018-334T14:45:41.955Z,742.8528,20.0,255.2143,20.0
596876878.250,596861117.002,00004M06:45:22.049,00004 06:04:29,2018-334T14:45:42.005Z,742.8421,20.0,255.2145,20.0
596876878.300,596861117.052,00004M06:45:22.098,00004 06:04:29,2018-334T14:45:42.055Z,742.8328,20.0,255.2143,20.0
596876878.350,596861117.102,00004M06:45:22.146,00004 06:04:29,2018-334T14:45:42.105Z,742.8328,20.0,255.2145,20.0
596876878.400,596861117.152,00004M06:45:22.195,00004 06:04:29,2018-334T14:45:42.155Z,742.8346,20.0,255.2147,20.0
596876878.450,596861117.202,00004M06:45:22.244,00004 06:04:29,2018-334T14:45:42.205Z,742.8275,20.0,255.2147,20.0
596876878.500,596861117.252,00004M06:45:22.292,00004 06:04:29,2018-334T14:45:42.255Z,742.8277,20.0,255.2147,20.0
596876878.550,596861117.302,00004M06:45:22.341,00004 06:04:29,2018-334T14:45:42.305Z,742.8261,20.0,255.2144,20.0
596876878.600,596861117.352,00004M06:45:22.390,00004 06:04:29,2018-334T14:45:42.355Z,742.8132,20.0,255.2147,20.0
596876878.650,596861117.402,00004M06:45:22.438,00004 06:04:29,2018-334T14:45:42.405Z,742.8109,20.0,255.2144,20.0
596876878.700,596861117.452,00004M06:45:22.487,00004 06:04:29,2018-334T14:45:42.455Z,742.8324,20.0,255.2141,20.0
596876878.750,596861117.502,00004M06:45:22.536,00004 06:04:30,2018-334T14:45:42.505Z,742.8534,20.0,255.2145,20.0
596876878.800,596861117.552,00004M06:45:22.584,00004 06:04:30,2018-334T14:45:42.555Z,742.8729,20.0,255.2150,20.0
596876878.850,596861117.602,00004M06:45:22.633,00004 06:04:30,2018-334T14:45:42.605Z,742.8492,20.0,255.2152,20.0
596876878.900,596861117.652,00004M06:45:22.682,00004 06:04:30,2018-334T14:45:42.655Z,742.8336,20.0,255.2153,20.0
596876878.950,596861117.702,00004M06:45:22.730,00004 06:04:30,2018-334T14:45:42.705Z,742.8249,20.0,255.2153,20.0
596876879.000,596861117.752,00004M06:45:22.779,00004 06:04:30,2018-334T14:45:42.755Z,742.8187,20.0,255.2154,20.0
596876879.050,596861117.802,00004M06:45:22.828,00004 06:04:30,2018-334T14:45:42.805Z,742.8328,20.0,255.2153,20.0
596876879.100,596861117.852,00004M06:45:22.876,00004 06:04:30,2018-334T14:45:42.855Z,742.8512,20.0,255.2155,20.0
596876879.150,596861117.902,00004M06:45:22.925,00004 06:04:30,2018-334T14:45:42.905Z,742.8466,20.0,255.2156,20.0
596876879.200,596861117.952,00004M06:45:22.974,00004 06:04:30,2018-334T14:45:42.955Z,742.8350,20.0,255.2156,20.0
596876879.250,596861118.002,00004M06:45:23.022,00004 06:04:30,2018-334T14:45:43.005Z,742.8375,20.0,255.2156,20.0
596876879.300,596861118.052,00004M06:45:23.071,00004 06:04:30,2018-334T14:45:43.055Z,742.8598,20.0,255.2160,20.0
596876879.350,596861118.102,00004M06:45:23.120,00004 06:04:30,2018-334T14:45:43.105Z,742.8487,20.0,255.2161,20.0
596876879.400,596861118.152,00004M06:45:23.168,00004 06:04:30,2018-334T14:45:43.155Z,742.8401,20.0,255.2161,20.0
596876879.450,596861118.202,00004M06:45:23.217,00004 06:04:30,2018-334T14:45:43.205Z,742.8571,20.0,255.2160,20.0
596876879.500,596861118.252,00004M06:45:23.266,00004 06:04:30,2018-334T14:45:43.255Z,742.8608,20.0,255.2160,20.0
596876879.550,596861118.302,00004M06:45:23.314,00004 06:04:30,2018-334T14:45:43.305Z,742.8592,20.0,255.2163,20.0
596876879.600,596861118.352,00004M06:45:23.363,00004 06:04:30,2018-334T14:45:43.355Z,742.8715,20.0,255.2162,20.0
596876879.650,596861118.402,00004M06:45:23.412,00004 06:04:30,2018-334T14:45:43.405Z,742.8660,20.0,255.2164,20.0
596876879.700,596861118.452,00004M06:45:23.460,00004 06:04:30,2018-334T14:45:43.455Z,742.8600,20.0,255.2163,20.0
596876879.750,596861118.502,00004M06:45:23.509,00004 06:04:31,2018-334T14:45:43.505Z,742.8620,20.0,255.2163,20.0
596876879.800,596861118.552,00004M06:45:23.558,00004 06:04:31,2018-334T14:45:43.555Z,742.8432,20.0,255.2163,20.0
596876879.850,596861118.602,00004M06:45:23.606,00004 06:04:31,2018-334T14:45:43.605Z,742.8399,20.0,255.2163,20.0
596876879.900,596861118.652,00004M06:45:23.655,00004 06:04:31,2018-334T14:45:43.655Z,742.8598,20.0,255.2164,20.0
596876879.950,596861118.702,00004M06:45:23.703,00004 06:04:31,2018-334T14:45:43.705Z,742.8655,20.0,255.2167,20.0
596876880.000,596861118.752,00004M06:45:23.752,00004 06:04:31,2018-334T14:45:43.755Z,742.8798,20.0,255.2169,20.0
596876880.050,596861118.802,00004M06:45:23.801,00004 06:04:31,2018-334T14:45:43.805Z,742.8913,20.0,255.2170,20.0
596876880.100,596861118.852,00004M06:45:23.849,00004 06:04:31,2018-334T14:45:43.855Z,742.8658,20.0,255.2175,20.0
596876880.150,596861118.902,00004M06:45:23.898,00004 06:04:31,2018-334T14:45:43.905Z,742.8423,20.0,255.2172,20.0
596876880.200,596861118.952,00004M06:45:23.947,00004 06:04:31,2018-334T14:45:43.955Z,742.8525,20.0,255.2171,20.0
596876880.250,596861119.002,00004M06:45:23.995,00004 06:04:31,2018-334T14:45:44.005Z,742.8740,20.0,255.2173,20.0
596876880.300,596861119.052,00004M06:45:24.044,00004 06:04:31,2018-334T14:45:44.055Z,742.8687,20.0,255.2173,20.0
596876880.350,596861119.102,00004M06:45:24.093,00004 06:04:31,2018-334T14:45:44.105Z,742.8658,20.0,255.2178,20.0
596876880.400,596861119.152,00004M06:45:24.141,00004 06:04:31,2018-334T14:45:44.155Z,742.8588,20.0,255.2179,20.0
596876880.450,596861119.202,00004M06:45:24.190,00004 06:04:31,2018-334T14:45:44.205Z,742.8507,20.0,255.2178,20.0
596876880.500,596861119.252,00004M06:45:24.239,00004 06:04:31,2018-334T14:45:44.255Z,742.8544,20.0,255.2177,20.0
596876880.550,596861119.302,00004M06:45:24.287,00004 06:04:31,2018-334T14:45:44.305Z,742.8717,20.0,255.2178,20.0
596876880.600,596861119.352,00004M06:45:24.336,00004 06:04:31,2018-334T14:45:44.355Z,742.8923,20.0,255.2176,20.0
596876880.650,596861119.402,00004M06:45:24.385,00004 06:04:31,2018-334T14:45:44.405Z,742.9002,20.0,255.2176,20.0
596876880.700,596861119.452,00004M06:45:24.433,00004 06:04:31,2018-334T14:45:44.455Z,742.8997,20.0,255.2175,20.0
596876880.750,596861119.502,00004M06:45:24.482,00004 06:04:31,2018-334T14:45:44.505Z,742.9005,20.0,255.2176,20.0
596876880.800,596861119.552,00004M06:45:24.531,00004 06:04:32,2018-334T14:45:44.555Z,742.9018,20.0,255.2179,20.0
596876880.850,596861119.602,00004M06:45:24.579,00004 06:04:32,2018-334T14:45:44.605Z,742.9013,20.0,255.2181,20.0
596876880.900,596861119.652,00004M06:45:24.628,00004 06:04:32,2018-334T14:45:44.655Z,742.9046,20.0,255.2180,20.0
596876880.950,596861119.702,00004M06:45:24.677,00004 06:04:32,2018-334T14:45:44.705Z,742.8971,20.0,255.2181,20.0
596876881.000,596861119.752,00004M06:45:24.725,00004 06:04:32,2018-334T14:45:44.755Z,742.8827,20.0,255.2184,20.0
596876881.050,596861119.802,00004M06:45:24.774,00004 06:04:32,2018-334T14:45:44.805Z,742.8858,20.0,255.2184,20.0
596876881.100,596861119.852,00004M06:45:24.823,00004 06:04:32,2018-334T14:45:44.855Z,742.8853,20.0,255.2184,20.0
596876881.150,596861119.902,00004M06:45:24.871,00004 06:04:32,2018-334T14:45:44.905Z,742.8646,20.0,255.2187,20.0
596876881.200,596861119.952,00004M06:45:24.920,00004 06:04:32,2018-334T14:45:44.955Z,742.8566,20.0,255.2187,20.0
596876881.250,596861120.002,00004M06:45:24.969,00004 06:04:32,2018-334T14:45:45.005Z,742.8692,20.0,255.2188,20.0
596876881.300,596861120.052,00004M06:45:25.017,00004 06:04:32,2018-334T14:45:45.055Z,742.8517,20.0,255.2190,20.0
596876881.350,596861120.102,00004M06:45:25.066,00004 06:04:32,2018-334T14:45:45.105Z,742.8342,20.0,255.2194,20.0
596876881.400,596861120.152,00004M06:45:25.115,00004 06:04:32,2018-334T14:45:45.155Z,742.8236,20.0,255.2191,20.0
596876881.450,596861120.202,00004M06:45:25.163,00004 06:04:32,2018-334T14:45:45.205Z,742.8347,20.0,255.2192,20.0
596876881.500,596861120.252,00004M06:45:25.212,00004 06:04:32,2018-334T14:45:45.255Z,742.8578,20.0,255.2190,20.0
596876881.550,596861120.302,00004M06:45:25.261,00004 06:04:32,2018-334T14:45:45.305Z,742.8951,20.0,255.2198,20.0
596876881.600,596861120.352,00004M06:45:25.309,00004 06:04:32,2018-334T14:45:45.355Z,742.9122,20.0,255.2199,20.0
596876881.650,596861120.402,00004M06:45:25.358,00004 06:04:32,2018-334T14:45:45.405Z,742.9036,20.0,255.2197,20.0
596876881.700,596861120.452,00004M06:45:25.407,00004 06:04:32,2018-334T14:45:45.455Z,742.8908,20.0,255.2198,20.0
596876881.750,596861120.502,00004M06:45:25.455,00004 06:04:32,2018-334T14:45:45.505Z,742.8780,20.0,255.2194,20.0
596876881.800,596861120.552,00004M06:45:25.504,00004 06:04:32,2018-334T14:45:45.555Z,742.8611,20.0,255.2194,20.0
596876881.850,596861120.602,00004M06:45:25.553,00004 06:04:33,2018-334T14:45:45.605Z,742.8460,20.0,255.2194,20.0
596876881.900,596861120.652,00004M06:45:25.601,00004 06:04:33,2018-334T14:45:45.655Z,742.8314,20.0,255.2195,20.0
596876881.950,596861120.702,00004M06:45:25.650,00004 06:04:33,2018-334T14:45:45.705Z,742.8299,20.0,255.2200,20.0
596876882.000,596861120.752,00004M06:45:25.699,00004 06:04:33,2018-334T14:45:45.755Z,742.8437,20.0,255.2196,20.0
596876882.050,596861120.802,00004M06:45:25.747,00004 06:04:33,2018-334T14:45:45.805Z,742.8495,20.0,255.2199,20.0
596876882.100,596861120.852,00004M06:45:25.796,00004 06:04:33,2018-334T14:45:45.855Z,742.8431,20.0,255.2203,20.0
596876882.150,596861120.902,00004M06:45:25.845,00004 06:04:33,2018-334T14:45:45.905Z,742.8348,20.0,255.2201,20.0
596876882.200,596861120.952,00004M06:45:25.893,00004 06:04:33,2018-334T14:45:45.955Z,742.8324,20.0,255.2202,20.0
596876882.250,596861121.002,00004M06:45:25.942,00004 06:04:33,2018-334T14:45:46.005Z,742.8315,20.0,255.2201,20.0
596876882.300,596861121.052,00004M06:45:25.991,00004 06:04:33,2018-334T14:45:46.055Z,742.8376,20.0,255.2199,20.0
596876882.350,596861121.102,00004M06:45:26.039,00004 06:04:33,2018-334T14:45:46.105Z,742.8452,20.0,255.2203,20.0
596876882.400,596861121.152,00004M06:45:26.088,00004 06:04:33,2018-334T14:45:46.155Z,742.8664,20.0,255.2204,20.0
596876882.450,596861121.202,00004M06:45:26.137,00004 06:04:33,2018-334T14:45:46.205Z,742.8974,20.0,255.2206,20.0
596876882.500,596861121.252,00004M06:45:26.185,00004 06:04:33,2018-334T14:45:46.255Z,742.9230,20.0,255.2206,20.0
596876882.550,596861121.302,00004M06:45:26.234,00004 06:04:33,2018-334T14:45:46.305Z,742.9440,20.0,255.2207,20.0
596876882.600,596861121.352,00004M06:45:26.283,00004 06:04:33,2018-334T14:45:46.355Z,742.9412,20.0,255.2207,20.0
596876882.650,596861121.402,00004M06:45:26.331,00004 06:04:33,2018-334T14:45:46.405Z,742.9273,20.0,255.2206,20.0
596876882.700,596861121.452,00004M06:45:26.380,00004 06:04:33,2018-334T14:45:46.455Z,742.9300,20.0,255.2207,20.0
596876882.750,596861121.502,00004M06:45:26.429,00004 06:04:33,2018-334T14:45:46.505Z,742.9451,20.0,255.2207,20.0
596876882.800,596861121.552,00004M06:45:26.477,00004 06:04:33,2018-334T14:45:46.555Z,742.9402,20.0,255.2210,20.0
596876882.850,596861121.602,00004M06:45:26.526,00004 06:04:34,2018-334T14:45:46.605Z,742.9237,20.0,255.2210,20.0
596876882.900,596861121.652,00004M06:45:26.575,00004 06:04:34,2018-334T14:45:46.655Z,742.9282,20.0,255.2209,20.0
596876882.950,596861121.702,00004M06:45:26.623,00004 06:04:34,2018-334T14:45:46.705Z,742.9421,20.0,255.2209,20.0
596876883.000,596861121.752,00004M06:45:26.672,00004 06:04:34,2018-334T14:45:46.755Z,742.9486,20.0,255.2210,20.0
596876883.050,596861121.802,00004M06:45:26.721,00004 06:04:34,2018-334T14:45:46.805Z,742.9544,20.0,255.2211,20.0
596876883.100,596861121.852,00004M06:45:26.769,00004 06:04:34,2018-334T14:45:46.855Z,742.9662,20.0,255.2216,20.0
596876883.150,596861121.902,00004M06:45:26.818,00004 06:04:34,2018-334T14:45:46.905Z,742.9747,20.0,255.2223,20.0
596876883.200,596861121.952,00004M06:45:26.867,00004 06:04:34,2018-334T14:45:46.955Z,742.9743,20.0,255.2224,20.0
596876883.250,596861122.002,00004M06:45:26.915,00004 06:04:34,2018-334T14:45:47.005Z,742.9663,20.0,255.2224,20.0
596876883.300,596861122.052,00004M06:45:26.964,00004 06:04:34,2018-334T14:45:47.055Z,742.9555,20.0,255.2223,20.0
596876883.350,596861122.102,00004M06:45:27.013,00004 06:04:34,2018-334T14:45:47.105Z,742.9544,20.0,255.2225,20.0
596876883.400,596861122.152,00004M06:45:27.061,00004 06:04:34,2018-334T14:45:47.155Z,742.9547,20.0,255.2225,20.0
596876883.450,596861122.202,00004M06:45:27.110,00004 06:04:34,2018-334T14:45:47.205Z,742.9265,20.0,255.2224,20.0
596876883.500,596861122.252,00004M06:45:27.159,00004 06:04:34,2018-334T14:45:47.255Z,742.9109,20.0,255.2227,20.0
596876883.550,596861122.302,00004M06:45:27.207,00004 06:04:34,2018-334T14:45:47.305Z,742.9176,20.0,255.2227,20.0
596876883.600,596861122.352,00004M06:45:27.256,00004 06:04:34,2018-334T14:45:47.355Z,742.9305,20.0,255.2226,20.0
596876883.650,596861122.402,00004M06:45:27.304,00004 06:04:34,2018-334T14:45:47.405Z,742.9478,20.0,255.2220,20.0
596876883.700,596861122.452,00004M06:45:27.353,00004 06:04:34,2018-334T14:45:47.455Z,742.9572,20.0,255.2220,20.0
596876883.750,596861122.502,00004M06:45:27.402,00004 06:04:34,2018-334T14:45:47.505Z,742.9457,20.0,255.2221,20.0
596876883.800,596861122.552,00004M06:45:27.450,00004 06:04:34,2018-334T14:45:47.555Z,742.9170,20.0,255.2221,20.0
596876883.850,596861122.602,00004M06:45:27.499,00004 06:04:34,2018-334T14:45:47.605Z,742.9008,20.0,255.2221,20.0
596876883.900,596861122.652,00004M06:45:27.548,00004 06:04:35,2018-334T14:45:47.655Z,742.9085,20.0,255.2224,20.0
596876883.950,596861122.702,00004M06:45:27.596,00004 06:04:35,2018-334T14:45:47.705Z,742.9049,20.0,255.2225,20.0
596876884.000,596861122.752,00004M06:45:27.645,00004 06:04:35,2018-334T14:45:47.755Z,742.9043,20.0,255.2225,20.0
596876884.050,596861122.802,00004M06:45:27.694,00004 06:04:35,2018-334T14:45:47.805Z,742.8891,20.0,255.2226,20.0
596876884.100,596861122.852,00004M06:45:27.742,00004 06:04:35,2018-334T14:45:47.855Z,742.8873,20.0,255.2230,20.0
596876884.150,596861122.902,00004M06:45:27.791,00004 06:04:35,2018-334T14:45:47.905Z,742.9105,20.0,255.2228,20.0
596876884.200,596861122.952,00004M06:45:27.840,00004 06:04:35,2018-334T14:45:47.955Z,742.9199,20.0,255.2230,20.0
596876884.250,596861123.002,00004M06:45:27.888,00004 06:04:35,2018-334T14:45:48.005Z,742.9134,20.0,255.2229,20.0
596876884.300,596861123.052,00004M06:45:27.937,00004 06:04:35,2018-334T14:45:48.055Z,742.9218,20.0,255.2231,20.0
596876884.350,596861123.102,00004M06:45:27.986,00004 06:04:35,2018-334T14:45:48.105Z,742.9347,20.0,255.2233,20.0
596876884.400,596861123.152,00004M06:45:28.034,00004 06:04:35,2018-334T14:45:48.155Z,742.9465,20.0,255.2236,20.0
596876884.450,596861123.202,00004M06:45:28.083,00004 06:04:35,2018-334T14:45:48.205Z,742.9517,20.0,255.2234,20.0
596876884.500,596861123.252,00004M06:45:28.132,00004 06:04:35,2018-334T14:45:48.255Z,742.9794,20.0,255.2236,20.0
596876884.550,596861123.302,00004M06:45:28.180,00004 06:04:35,2018-334T14:45:48.305Z,742.9970,20.0,255.2233,20.0
596876884.600,596861123.352,00004M06:45:28.229,00004 06:04:35,2018-334T14:45:48.355Z,743.0013,20.0,255.2234,20.0
596876884.650,596861123.402,00004M06:45:28.278,00004 06:04:35,2018-334T14:45:48.405Z,743.0151,20.0,255.2232,20.0
596876884.700,596861123.452,00004M06:45:28.326,00004 06:04:35,2018-334T14:45:48.455Z,743.0264,20.0,255.2234,20.0
596876884.750,596861123.502,00004M06:45:28.375,00004 06:04:35,2018-334T14:45:48.505Z,743.0260,20.0,255.2236,20.0
596876884.800,596861123.552,00004M06:45:28.424,00004 06:04:35,2018-334T14:45:48.555Z,743.0342,20.0,255.2238,20.0
596876884.850,596861123.602,00004M06:45:28.472,00004 06:04:35,2018-334T14:45:48.605Z,743.0391,20.0,255.2235,20.0
596876884.900,596861123.652,00004M06:45:28.521,00004 06:04:36,2018-334T14:45:48.655Z,743.0520,20.0,255.2239,20.0
596876884.950,596861123.702,00004M06:45:28.570,00004 06:04:36,2018-334T14:45:48.705Z,743.0472,20.0,255.2238,20.0
596876885.000,596861123.752,00004M06:45:28.618,00004 06:04:36,2018-334T14:45:48.755Z,743.0298,20.0,255.2239,20.0
596876885.050,596861123.802,00004M06:45:28.667,00004 06:04:36,2018-334T14:45:48.805Z,743.0290,20.0,255.2240,20.0
596876885.100,596861123.852,00004M06:45:28.716,00004 06:04:36,2018-334T14:45:48.855Z,743.0371,20.0,255.2241,20.0
596876885.150,596861123.902,00004M06:45:28.764,00004 06:04:36,2018-334T14:45:48.905Z,743.0490,20.0,255.2243,20.0
596876885.200,596861123.952,00004M06:45:28.813,00004 06:04:36,2018-334T14:45:48.955Z,743.0369,20.0,255.2242,20.0
596876885.250,596861124.002,00004M06:45:28.862,00004 06:04:36,2018-334T14:45:49.005Z,743.0085,20.0,255.2244,20.0
596876885.300,596861124.052,00004M06:45:28.910,00004 06:04:36,2018-334T14:45:49.055Z,743.0116,20.0,255.2246,20.0
596876885.350,596861124.102,00004M06:45:28.959,00004 06:04:36,2018-334T14:45:49.105Z,743.0149,20.0,255.2249,20.0
596876885.400,596861124.152,00004M06:45:29.008,00004 06:04:36,2018-334T14:45:49.155Z,742.9843,20.0,255.2243,20.0
